"Price,""Name"",""Owned?"",""Top?"",""Available""";;;;;;;
"338,""Ivory Ink"","""",""No"",364";;;;;;;
"9986,""Moonglow Ink"","""",""No"",182";;;;;;;
"44073,""Midnight Ink"","""",""No"",511";;;;;;;
"1385,""Hunter's Ink"","""",""No"",478";;;;;;;
"59292,""Lion's Ink"","""",""No"",426";;;;;;;
"10072,""Dawnstar Ink"","""",""No"",437";;;;;;;
"33481,""Jadefire Ink"","""",""No"",433";;;;;;;
"7047,""Royal Ink"","""",""No"",689";;;;;;;
"29990,""Celestial Ink"","""",""No"",320";;;;;;;
"14499,""Fiery Ink"","""",""No"",40";;;;;;;
"21406,""Shimmering Ink"","""",""No"",291";;;;;;;
"1397,""Ink of the Sky"","""",""No"",239";;;;;;;
"67496,""Ethereal Ink"","""",""No"",276";;;;;;;
"3970,""Darkflame Ink"","""",""No"",373";;;;;;;
"4392,""Ink of the Sea"","""",""No"",770";;;;;;;
"94992,""Snowfall Ink"","""",""No"",248";;;;;;;
